RecreationVisits,RecreationHours,TentCampers,RVCampers,BackcountryCampers,Campers,Clusters,Cluster Color
21444,60043,0,0,0,0,0,peach
4139,11588,0,0,0,0,0,peach
987,987,0,0,0,0,0,peach
250,250,0,0,0,0,0,peach
125,125,0,0,0,0,0,peach
87,87,0,0,0,0,0,peach
212,212,0,0,0,0,0,peach
187,187,0,0,0,0,0,peach
193,193,0,0,0,0,0,peach
4616,18897,0,0,0,0,0,peach
18297,51232,0,0,0,0,0,peach
26207,73379,0,0,0,0,0,peach
25350,70980,0,0,0,0,0,peach
3671,10278,0,0,0,0,0,peach
461,461,0,0,0,0,0,peach
243,243,0,0,0,0,0,peach
117,117,0,0,0,0,0,peach
62,62,0,0,0,0,0,peach
195,195,0,0,0,0,0,peach
225,225,0,0,0,0,0,peach
210,210,0,0,0,0,0,peach
7343,30192,0,0,0,0,0,peach
21921,61379,0,0,0,0,0,peach
29528,82678,0,0,0,0,0,peach
27078,75818,0,0,0,0,0,peach
9692,27137,0,0,0,0,0,peach
475,475,0,0,0,0,0,peach
427,427,0,0,0,0,0,peach
94,94,0,0,0,0,0,peach
129,129,0,0,0,0,0,peach
94,94,0,0,0,0,0,peach
174,174,0,0,0,0,0,peach
205,205,0,0,0,0,0,peach
8189,29282,0,0,0,0,0,peach
21219,59413,0,0,0,0,0,peach
32801,91842,0,0,0,0,0,peach
28274,79166,0,0,0,0,0,peach
10905,30534,0,0,0,0,0,peach
10339,19568,0,0,0,0,0,peach
361,361,0,0,0,0,0,peach
87,87,0,0,0,0,0,peach
114,114,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
120,120,0,0,0,0,0,peach
123,123,0,0,0,0,0,peach
8531,30286,0,0,0,0,0,peach
17930,50203,0,0,0,0,0,peach
31668,88670,0,0,0,0,0,peach
28841,80754,0,0,0,0,0,peach
13791,37894,0,0,0,0,0,peach
16965,34318,0,0,0,0,0,peach
537,537,0,0,0,0,0,peach
344,344,0,0,0,0,0,peach
79,79,0,0,0,0,0,peach
125,125,0,0,0,0,0,peach
204,204,0,0,0,0,0,peach
833,833,0,0,0,0,0,peach
8585,30037,0,0,0,0,0,peach
20369,56492,0,0,0,0,0,peach
34058,95362,0,0,0,0,0,peach
28107,78700,0,0,0,0,0,peach
14699,41156,0,0,0,0,0,peach
14793,30620,0,0,0,0,0,peach
635,635,0,0,0,0,0,peach
291,291,0,0,0,0,0,peach
341,341,0,0,0,0,0,peach
447,447,0,0,0,0,0,peach
851,851,0,0,0,0,0,peach
2225,2225,0,0,0,0,0,peach
10464,36899,0,0,0,0,0,peach
22319,61574,0,0,0,0,0,peach
31528,88017,0,0,0,0,0,peach
19522,54212,0,0,0,0,0,peach
13419,37122,0,0,0,0,0,peach
13520,27295,0,0,0,0,0,peach
243,243,0,0,0,0,0,peach
236,236,0,0,0,0,0,peach
208,208,0,0,0,0,0,peach
173,173,0,0,0,0,0,peach
242,242,0,0,0,0,0,peach
591,591,0,0,0,0,0,peach
12002,42806,0,0,0,0,0,peach
24939,64548,0,0,0,0,0,peach
34166,91822,0,0,0,0,0,peach
26489,71190,0,0,0,0,0,peach
15392,43097,0,0,0,0,0,peach
11632,23712,0,0,0,0,0,peach
368,368,0,0,0,0,0,peach
68,68,0,0,0,0,0,peach
36,36,0,0,0,0,0,peach
420,420,0,0,0,0,0,peach
70,70,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
10347,36904,0,0,0,0,0,peach
24126,62444,0,0,0,0,0,peach
31323,84180,0,0,0,0,0,peach
26875,72226,0,0,0,0,0,peach
11466,32105,0,0,0,0,0,peach
9771,19725,0,0,0,0,0,peach
102,102,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
95,95,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
153,153,0,0,0,0,0,peach
7659,27316,0,0,0,0,0,peach
20123,56343,0,0,0,0,0,peach
30110,84307,0,0,0,0,0,peach
25016,70043,0,0,0,0,0,peach
12752,34271,0,0,0,0,0,peach
9642,34390,0,0,0,0,0,peach
120,120,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
153,153,0,0,0,0,0,peach
8505,30334,0,0,0,0,0,peach
22073,59322,0,0,0,0,0,peach
33449,89895,0,0,0,0,0,peach
24671,69077,0,0,0,0,0,peach
13275,37170,0,0,0,0,0,peach
4514,16098,0,0,0,0,0,peach
120,120,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
8922,32119,0,0,0,0,0,peach
19042,51174,0,0,0,0,0,peach
32286,86769,0,0,0,0,0,peach
25254,67871,0,0,0,0,0,peach
14316,38476,0,0,0,0,0,peach
4007,14423,0,0,0,0,0,peach
130,130,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
170,170,0,0,0,0,0,peach
8531,30709,0,0,0,0,0,peach
23007,64420,0,0,0,0,0,peach
33640,90407,0,0,0,0,0,peach
25848,69466,0,0,0,0,0,peach
15436,41486,0,0,0,0,0,peach
3668,13203,0,0,0,0,0,peach
130,130,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
170,170,0,0,0,0,0,peach
11642,41909,0,0,0,0,0,peach
24318,68090,0,0,0,0,0,peach
32549,87475,0,0,0,0,0,peach
26168,70326,0,0,0,0,0,peach
14472,40522,0,0,0,0,0,peach
4878,17560,0,0,0,0,0,peach
130,130,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
170,170,0,0,0,0,0,peach
11103,39970,0,0,0,0,0,peach
26256,70563,0,0,0,0,0,peach
38880,104490,0,0,0,0,0,peach
30838,82878,0,0,0,0,0,peach
10506,29417,0,0,0,0,0,peach
5339,19219,0,0,0,0,0,peach
130,130,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
50,50,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
170,170,0,0,0,0,0,peach
13506,48622,0,0,0,0,0,peach
26326,70752,0,0,0,0,0,peach
40696,109370,0,0,0,0,0,peach
32979,88631,0,0,0,0,0,peach
19061,51226,0,0,0,0,0,peach
5243,18873,0,0,0,0,0,peach
130,130,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
10,10,0,0,0,0,0,peach
110,110,0,0,0,0,0,peach
170,170,0,0,0,0,0,peach
9840,35424,0,0,0,0,0,peach
22322,62500,0,0,0,0,0,peach
37554,100925,0,0,0,0,0,peach
24906,69737,0,0,0,0,0,peach
16463,46095,0,0,0,0,0,peach
8442,30391,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
140,140,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
180,180,0,0,0,0,0,peach
3006,9817,0,0,0,0,0,peach
24396,62773,0,0,0,0,0,peach
34415,91106,0,0,0,0,0,peach
15399,40673,0,0,0,0,0,peach
13103,34381,0,0,0,0,0,peach
5742,19132,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
140,140,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
180,180,0,0,0,0,0,peach
10550,34225,0,0,0,0,0,peach
25704,66658,0,0,0,0,0,peach
31652,82862,0,0,0,0,0,peach
28002,72668,0,0,0,0,0,peach
15036,38199,0,0,0,0,0,peach
6916,22858,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
140,140,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
180,180,0,0,0,0,0,peach
5054,16745,0,0,0,0,0,peach
23643,61295,0,0,0,0,0,peach
26300,68746,0,0,0,0,0,peach
24694,64432,0,0,0,0,0,peach
10426,27035,0,0,0,0,0,peach
248,248,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
180,180,0,0,0,0,0,peach
9888,31990,0,0,0,0,0,peach
21916,56662,0,0,0,0,0,peach
26226,68720,0,0,0,0,0,peach
23478,61039,0,0,0,0,0,peach
13035,33407,0,0,0,0,0,peach
248,248,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
100,100,0,0,0,0,0,peach
125,125,0,0,0,0,0,peach
135,135,0,0,0,0,0,peach
160,160,0,0,0,0,0,peach
10131,33728,0,0,0,0,0,peach
22840,59338,0,0,0,0,0,peach
27412,71845,0,0,0,0,0,peach
23082,59863,0,0,0,0,0,peach
14043,35813,0,0,0,0,0,peach
5721,19051,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
140,140,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
180,180,0,0,0,0,0,peach
11337,35932,0,0,0,0,0,peach
24180,62672,0,0,0,0,0,peach
27122,70686,0,0,0,0,0,peach
23760,61845,0,0,0,0,0,peach
3710,9618,0,0,0,0,0,peach
248,248,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
124,124,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
140,140,0,0,0,0,0,peach
155,155,0,0,0,0,0,peach
360,360,0,0,0,0,0,peach
5494,16481,0,0,0,0,0,peach
24252,57872,0,0,0,0,0,peach
32795,65503,0,0,0,0,0,peach
29049,58964,0,0,0,0,0,peach
6819,12251,0,0,0,0,0,peach
1088,496,0,0,0,0,0,peach
283,248,0,0,0,0,0,peach
150,150,0,0,0,0,0,peach
441,572,0,0,0,0,0,peach
632,836,0,0,0,0,0,peach
3394,3498,0,0,0,0,0,peach
4416,4678,0,0,0,0,0,peach
8746,20577,0,0,0,0,0,peach
28113,66097,0,0,0,0,0,peach
30739,71846,0,0,0,0,0,peach
27227,67747,0,0,0,0,0,peach
9784,14399,0,0,0,0,0,peach
5852,5852,0,0,0,0,0,peach
1179,1179,0,0,0,0,0,peach
788,788,0,0,0,0,0,peach
430,430,0,0,0,0,0,peach
455,455,0,0,0,0,0,peach
869,869,0,0,0,0,0,peach
2787,2787,0,0,0,0,0,peach
4543,4543,0,0,0,0,0,peach
15220,27042,0,0,0,0,0,peach
28600,62219,0,0,0,0,0,peach
22965,50174,0,0,0,0,0,peach
17815,38293,0,0,0,0,0,peach
8083,15506,0,0,0,0,0,peach
834,919,0,0,0,0,0,peach
911,955,0,0,0,0,0,peach
292,310,0,0,0,0,0,peach
415,432,0,0,0,0,0,peach
3858,4003,0,0,0,0,0,peach
9031,9334,0,0,0,0,0,peach
13160,13364,0,0,0,0,0,peach
15886,18340,0,0,0,0,0,peach
16370,19245,0,0,0,0,0,peach
12449,14818,0,0,0,0,0,peach
11691,13912,0,0,0,0,0,peach
6724,7218,0,0,0,0,0,peach
1839,2008,0,0,0,0,0,peach
766,784,0,0,0,0,0,peach
854,875,0,0,0,0,0,peach
640,736,0,0,0,0,0,peach
1576,1594,0,0,0,0,0,peach
4357,4900,0,0,0,0,0,peach
14189,18921,0,0,0,0,0,peach
25066,54128,0,0,0,0,0,peach
25278,54359,0,0,0,0,0,peach
18896,41895,0,0,0,0,0,peach
17227,35399,0,0,0,0,0,peach
11261,21085,0,0,0,0,0,peach
2472,2865,0,0,0,0,0,peach
735,795,0,0,0,0,0,peach
5451,6639,0,0,0,0,0,peach
11216,14415,0,0,0,0,0,peach
11803,15808,0,0,0,0,0,peach
8448,11367,0,0,0,0,0,peach
4163,5507,0,0,0,0,0,peach
3608,4733,0,0,0,0,0,peach
3212,4020,0,0,0,0,0,peach
3661,4521,0,0,0,0,0,peach
3255,3963,0,0,0,0,0,peach
4446,5520,0,0,0,0,0,peach
4685,5731,0,0,0,0,0,peach
5899,7317,0,0,0,0,0,peach
4899,6302,0,0,0,0,0,peach
6042,7858,0,0,0,0,0,peach
8096,10306,0,0,0,0,0,peach
7993,10648,0,0,0,0,0,peach
4785,6553,0,0,0,0,0,peach
3448,4451,0,0,0,0,0,peach
2921,3772,0,0,0,0,0,peach
3660,4670,0,0,0,0,0,peach
3392,4229,0,0,0,0,0,peach
4130,5351,0,0,0,0,0,peach
4986,6468,0,0,0,0,0,peach
5976,7594,0,0,0,0,0,peach
7273,9407,0,0,0,0,0,peach
9655,12561,0,0,0,0,0,peach
9937,12695,0,0,0,0,0,peach
7908,10577,0,0,0,0,0,peach
6008,7865,0,0,0,0,0,peach
5030,6186,0,0,0,0,0,peach
2953,3651,0,0,0,0,0,peach
3332,4274,0,0,0,0,0,peach
3242,4178,0,0,0,0,0,peach
4433,5810,0,0,0,0,0,peach
4514,5907,0,0,0,0,0,peach
6243,7918,0,0,0,0,0,peach
6835,8775,0,0,0,0,0,peach
10332,13696,0,0,0,0,0,peach
10930,14581,0,0,0,0,0,peach
9071,12619,0,0,0,0,0,peach
5346,7148,0,0,0,0,0,peach
3406,4578,0,0,0,0,0,peach
3906,4928,0,0,0,0,0,peach
3096,3956,0,0,0,0,0,peach
2402,3132,0,0,0,0,0,peach
4296,5566,0,0,0,0,0,peach
4039,5303,0,0,0,0,0,peach
5185,6782,0,0,0,0,0,peach
8077,10637,0,0,0,0,0,peach
11148,15107,0,0,0,0,0,peach
12029,15682,0,0,0,0,0,peach
9679,12946,0,0,0,0,0,peach
6082,8138,0,0,0,0,0,peach
3911,5265,0,0,0,0,0,peach
3081,4123,0,0,0,0,0,peach
2834,3481,0,0,0,0,0,peach
2197,2780,0,0,0,0,0,peach
3226,4327,0,0,0,0,0,peach
3675,4982,0,0,0,0,0,peach
4100,5239,0,0,0,0,0,peach
7332,9419,0,0,0,0,0,peach
11591,15129,0,0,0,0,0,peach
12068,15908,0,0,0,0,0,peach
8351,11468,0,0,0,0,0,peach
4669,6119,0,0,0,0,0,peach
4389,5561,0,0,0,0,0,peach
2912,3799,0,0,0,0,0,peach
2791,3532,0,0,0,0,0,peach
2562,3403,0,0,0,0,0,peach
4162,5269,0,0,0,0,0,peach
4690,6139,0,0,0,0,0,peach
4148,5116,0,0,0,0,0,peach
7714,9798,0,0,0,0,0,peach
10309,14012,0,0,0,0,0,peach
14511,19579,0,0,0,0,0,peach
9154,12516,0,0,0,0,0,peach
5905,8225,0,0,0,0,0,peach
3592,4656,0,0,0,0,0,peach
2904,3676,0,0,0,0,0,peach
2790,3477,0,0,0,0,0,peach
2745,3482,0,0,0,0,0,peach
4168,5499,0,0,0,0,0,peach
4214,5493,0,0,0,0,0,peach
5600,7356,0,0,0,0,0,peach
9734,12877,0,0,0,0,0,peach
12793,16636,0,0,0,0,0,peach
14810,19170,0,0,0,0,0,peach
9098,12035,0,0,0,0,0,peach
5615,7515,0,0,0,0,0,peach
3523,4578,0,0,0,0,0,peach
3699,4722,0,0,0,0,0,peach
3358,4268,0,0,0,0,0,peach
3346,4190,0,0,0,0,0,peach
4040,5256,0,0,0,0,0,peach
4089,5402,0,0,0,0,0,peach
8679,10751,0,0,0,0,0,peach
9364,11760,0,0,0,0,0,peach
12580,16618,0,0,0,0,0,peach
15234,20539,0,0,0,0,0,peach
9428,12384,0,0,0,0,0,peach
5423,7374,0,0,0,0,0,peach
3938,4948,0,0,0,0,0,peach
3458,4291,0,0,0,0,0,peach
4961,5957,0,0,0,0,0,peach
2355,3131,0,0,0,0,0,peach
3601,4976,0,0,0,0,0,peach
4664,6345,0,0,0,0,0,peach
5900,7268,0,0,0,0,0,peach
9222,12132,0,0,0,0,0,peach
12145,17133,0,0,0,0,0,peach
14678,20279,0,0,0,0,0,peach
9162,12564,0,0,0,0,0,peach
5964,7575,0,0,0,0,0,peach
3866,4934,0,0,0,0,0,peach
3723,4954,0,0,0,0,0,peach
3916,4825,0,0,0,0,0,peach
2155,2743,0,0,0,0,0,peach
2927,4107,0,0,0,0,0,peach
3550,4662,0,0,0,0,0,peach
7074,9059,0,0,0,0,0,peach
7784,10282,0,0,0,0,0,peach
12002,16331,0,0,0,0,0,peach
11553,16051,0,0,0,0,0,peach
5414,5955,0,0,0,0,0,peach
3457,4670,0,0,0,0,0,peach
2528,3198,0,0,0,0,0,peach
2598,3322,0,0,0,0,0,peach
2446,3022,0,0,0,0,0,peach
2544,3248,0,0,0,0,0,peach
2891,4108,0,0,0,0,0,peach
3697,4827,0,0,0,0,0,peach
4192,5358,0,0,0,0,0,peach
5032,6158,0,0,0,0,0,peach
6951,8616,0,0,0,0,0,peach
5511,7759,0,0,0,0,0,peach
4213,5807,0,0,0,0,0,peach
2855,3645,0,0,0,0,0,peach
2155,2717,0,0,0,0,0,peach
2082,2531,0,0,0,0,0,peach
1922,2306,0,0,0,0,0,peach
2171,2605,0,0,0,0,0,peach
3509,4201,0,0,0,0,0,peach
5685,7036,0,0,0,0,0,peach
3450,4155,0,0,0,0,0,peach
7946,8929,0,0,0,0,0,peach
11971,14616,0,0,0,0,0,peach
11143,14159,0,0,0,0,0,peach
7020,9127,0,0,0,0,0,peach
3530,4552,0,0,0,0,0,peach
1788,2165,0,0,0,0,0,peach
2325,2789,0,0,0,0,0,peach
2298,2757,0,0,0,0,0,peach
2604,3234,0,0,0,0,0,peach
3659,4390,0,0,0,0,0,peach
3925,4844,0,0,0,0,0,peach
4430,5388,0,0,0,0,0,peach
6395,7730,0,0,0,0,0,peach
9649,11722,0,0,0,0,0,peach
10391,13889,0,0,0,0,0,peach
7223,9508,0,0,0,0,0,peach
4352,5439,0,0,0,0,0,peach
2637,3200,0,0,0,0,0,peach
2649,3218,0,0,0,0,0,peach
2895,3473,0,0,0,0,0,peach
2849,3477,0,0,0,0,0,peach
3596,4424,0,0,0,0,0,peach
4179,5457,0,0,0,0,0,peach
3560,4596,0,0,0,0,0,peach
3836,4620,0,0,0,0,0,peach
7457,9080,0,0,0,0,0,peach
12195,16743,0,0,0,0,0,peach
8662,11374,0,0,0,0,0,peach
6080,7606,0,0,0,0,0,peach
3973,4808,0,0,0,0,0,peach
4044,4852,0,0,0,0,0,peach
4535,5442,0,0,0,0,0,peach
4597,5516,0,0,0,0,0,peach
5639,6814,0,0,0,0,0,peach
4465,5485,0,0,0,0,0,peach
4678,5819,0,0,0,0,0,peach
7395,8353,0,0,0,0,0,peach
9507,10642,0,0,0,0,0,peach
12806,14317,0,0,0,0,0,peach
4976,5752,0,0,0,0,0,peach
5624,6532,0,0,0,0,0,peach
3560,3926,0,0,0,0,0,peach
3860,4393,0,0,0,0,0,peach
3530,4067,0,0,0,0,0,peach
3998,4774,0,0,0,0,0,peach
4730,5353,0,0,0,0,0,peach
5044,5925,0,0,0,0,0,peach
4053,4725,0,0,0,0,0,peach
6937,8511,0,0,0,0,0,peach
9623,11445,0,0,0,0,0,peach
12756,17295,0,0,0,0,0,peach
9478,11450,0,0,0,0,0,peach
6295,7435,0,0,0,0,0,peach
4290,4719,0,0,0,0,0,peach
3885,4274,0,0,0,0,0,peach
3518,3870,0,0,0,0,0,peach
5613,6183,0,0,0,0,0,peach
3638,4002,0,0,0,0,0,peach
3273,3770,0,0,0,0,0,peach
1630,1939,0,0,0,0,0,peach
5808,6569,0,0,0,0,0,peach
11446,12957,0,0,0,0,0,peach
13000,15055,0,0,0,0,0,peach
8545,9923,0,0,0,0,0,peach
4717,5361,0,0,0,0,0,peach
3083,3441,0,0,0,0,0,peach
3215,3549,0,0,0,0,0,peach
3128,3464,0,0,0,0,0,peach
3895,4285,0,0,0,0,0,peach
4890,5379,0,0,0,0,0,peach
5410,6932,0,0,0,0,0,peach
4833,5600,0,0,0,0,0,peach
7035,8066,0,0,0,0,0,peach
10940,12374,0,0,0,0,0,peach
14709,18543,0,0,0,0,0,peach
8719,9898,0,0,0,0,0,peach
5380,5918,0,0,0,0,0,peach
3773,4154,0,0,0,0,0,peach
3535,3889,0,0,0,0,0,peach
3803,4213,0,0,0,0,0,peach
4100,4530,0,0,0,0,0,peach
5388,5982,0,0,0,0,0,peach
6968,8625,0,0,0,0,0,peach
5052,5841,0,0,0,0,0,peach
7928,9084,0,0,0,0,0,peach
9720,11175,0,0,0,0,0,peach
13967,18140,0,0,0,0,0,peach
9966,11425,0,0,0,0,0,peach
6109,6720,0,0,0,0,0,peach
4078,4486,0,0,0,0,0,peach
3332,3665,0,0,0,0,0,peach
3146,3461,0,0,0,0,0,peach
3990,4389,0,0,0,0,0,peach
4114,4620,0,0,0,0,0,peach
7084,8004,0,0,0,0,0,peach
5388,6175,0,0,0,0,0,peach
7884,9012,0,0,0,0,0,peach
10244,11658,0,0,0,0,0,peach
12627,15698,0,0,0,0,0,peach
11224,12598,0,0,0,0,0,peach
6141,6755,0,0,0,0,0,peach
2902,3192,0,0,0,0,0,peach
3356,3692,0,0,0,0,0,peach
2255,2519,0,0,0,0,0,peach
2991,3358,0,0,0,0,0,peach
2432,2894,0,0,0,0,0,peach
7070,8429,0,0,0,0,0,peach
4880,9376,0,0,0,0,0,peach
7642,8592,0,0,0,0,0,peach
10343,16842,0,0,0,0,0,peach
12178,21884,0,0,0,0,0,peach
11218,15405,0,0,0,0,0,peach
4945,7449,0,0,0,0,0,peach
3840,7107,0,0,0,0,0,peach
3363,5365,0,0,0,0,0,peach
3018,5564,0,0,0,0,0,peach
3900,6890,0,0,0,0,0,peach
5345,9880,0,0,0,0,0,peach
5484,10363,0,0,0,0,0,peach
4783,9029,0,0,0,0,0,peach
10010,18574,0,0,0,0,0,peach
12221,22977,0,0,0,0,0,peach
15540,29699,0,0,0,0,0,peach
10135,18941,0,0,0,0,0,peach
4375,8040,0,0,0,0,0,peach
3785,6972,0,0,0,0,0,peach
4676,8633,0,0,0,0,0,peach
3383,5921,0,0,0,0,0,peach
3668,6809,0,0,0,0,0,peach
3660,6692,0,0,0,0,0,peach
4345,8370,0,0,0,0,0,peach
4208,8027,0,0,0,0,0,peach
7170,13450,0,0,0,0,0,peach
8088,15275,0,0,0,0,0,peach
8723,16957,0,0,0,0,0,peach
5109,9050,0,0,0,0,0,peach
4718,8704,0,0,0,0,0,peach
3105,5744,0,0,0,0,0,peach
3153,5778,0,0,0,0,0,peach
3175,5855,0,0,0,0,0,peach
3225,5966,0,0,0,0,0,peach
3403,6370,0,0,0,0,0,peach
4236,8049,0,0,0,0,0,peach
3223,6307,0,0,0,0,0,peach
6555,12471,0,0,0,0,0,peach
5886,11162,0,0,0,0,0,peach
8159,15351,0,0,0,0,0,peach
6249,12015,0,0,0,0,0,peach
4235,7760,0,0,0,0,0,peach
4123,7625,0,0,0,0,0,peach
3898,6869,0,0,0,0,0,peach
3398,6266,0,0,0,0,0,peach
3730,5222,0,0,0,0,0,peach
4485,8135,0,0,0,0,0,peach
4793,9102,0,0,0,0,0,peach
3705,7032,0,0,0,0,0,peach
6315,11912,0,0,0,0,0,peach
8433,15921,0,0,0,0,0,peach
10866,20984,0,0,0,0,0,peach
6733,12860,0,0,0,0,0,peach
4713,8700,0,0,0,0,0,peach
3360,4704,0,0,0,0,0,peach
3550,6548,0,0,0,0,0,peach
3178,4440,0,0,0,0,0,peach
3598,6656,0,0,0,0,0,peach
4320,7973,0,0,0,0,0,peach
4173,8110,0,0,0,0,0,peach
3978,7521,0,0,0,0,0,peach
6684,12188,0,0,0,0,0,peach
8072,14587,0,0,0,0,0,peach
14851,28557,0,0,0,0,0,peach
10085,18977,0,0,0,0,0,peach
5645,10422,0,0,0,0,0,peach
4161,7697,0,0,0,0,0,peach
3710,6843,0,0,0,0,0,peach
3248,5988,0,0,0,0,0,peach
3548,6563,0,0,0,0,0,peach
5510,10195,0,0,0,0,0,peach
5115,9808,0,0,0,0,0,peach
4511,8518,0,0,0,0,0,peach
6241,11809,0,0,0,0,0,peach
8821,16639,0,0,0,0,0,peach
10163,19238,0,0,0,0,0,peach
6873,12880,0,0,0,0,0,peach
4425,8093,0,0,0,0,0,peach
3189,5899,0,0,0,0,0,peach
3531,6494,0,0,0,0,0,peach
2797,5154,0,0,0,0,0,peach
3629,6713,0,0,0,0,0,peach
4452,8161,0,0,0,0,0,peach
5314,9978,0,0,0,0,0,peach
4298,8132,0,0,0,0,0,peach
6135,11424,0,0,0,0,0,peach
8716,16625,0,0,0,0,0,peach
9383,18323,0,0,0,0,0,peach
6340,11886,0,0,0,0,0,peach
4035,7463,0,0,0,0,0,peach
2988,5526,0,0,0,0,0,peach
2756,5046,0,0,0,0,0,peach
2442,4496,0,0,0,0,0,peach
2960,5475,0,0,0,0,0,peach
3631,6691,0,0,0,0,0,peach
3674,6971,0,0,0,0,0,peach
3114,5957,0,0,0,0,0,peach
5207,9880,0,0,0,0,0,peach
7455,14152,0,0,0,0,0,peach
12137,23355,0,0,0,0,0,peach
8006,15229,0,0,0,0,0,peach
5415,10078,0,0,0,0,0,peach
3265,6042,0,0,0,0,0,peach
3045,5601,0,0,0,0,0,peach
3212,5923,0,0,0,0,0,peach
3408,6306,0,0,0,0,0,peach
4654,10947,0,0,0,0,0,peach
4097,8020,0,0,0,0,0,peach
3652,6972,0,0,0,0,0,peach
5720,10885,0,0,0,0,0,peach
7319,13929,0,0,0,0,0,peach
12533,24569,0,0,0,0,0,peach
7588,14438,0,0,0,0,0,peach
4594,8452,0,0,0,0,0,peach
2965,5488,0,0,0,0,0,peach
2450,4501,0,0,0,0,0,peach
2234,4115,0,0,0,0,0,peach
2666,4933,0,0,0,0,0,peach
4329,8022,0,0,0,0,0,peach
4572,9263,0,0,0,0,0,peach
3564,6745,0,0,0,0,0,peach
5303,10133,0,0,0,0,0,peach
7647,14554,0,0,0,0,0,peach
14498,28234,0,0,0,0,0,peach
7815,14895,0,0,0,0,0,peach
4844,8972,0,0,0,0,0,peach
2820,5219,0,0,0,0,0,peach
2607,4803,0,0,0,0,0,peach
2164,3985,0,0,0,0,0,peach
2666,4933,0,0,0,0,0,peach
4446,8207,0,0,0,0,0,peach
3013,5674,0,0,0,0,0,peach
2674,5134,0,0,0,0,0,peach
4655,8969,0,0,0,0,0,peach
6709,12832,0,0,0,0,0,peach
11531,22457,0,0,0,0,0,peach
6120,11725,0,0,0,0,0,peach
3514,6502,0,0,0,0,0,peach
2607,4824,0,0,0,0,0,peach
2120,3902,0,0,0,0,0,peach
2184,4021,0,0,0,0,0,peach
2419,4477,0,0,0,0,0,peach
3892,7181,0,0,0,0,0,peach
4284,8231,0,0,0,0,0,peach
3391,6513,0,0,0,0,0,peach
5936,11287,0,0,0,0,0,peach
7449,14188,0,0,0,0,0,peach
10016,19458,0,0,0,0,0,peach
5860,11821,0,0,0,0,0,peach
3950,7242,0,0,0,0,0,peach
2369,4952,0,0,0,0,0,peach
2265,2823,0,0,0,0,0,peach
1963,3612,0,0,0,0,0,peach
1664,3473,0,0,0,0,0,peach
3714,6780,0,0,0,0,0,peach
3576,7474,0,0,0,0,0,peach
3119,5960,0,0,0,0,0,peach
4498,8394,0,0,0,0,0,peach
6489,12499,0,0,0,0,0,peach
9022,17753,0,0,0,0,0,peach
5768,11139,0,0,0,0,0,peach
2862,5281,0,0,0,0,0,peach
1322,2678,0,0,0,0,0,peach
832,1668,0,0,0,0,0,peach
440,1125,0,0,0,0,0,peach
952,2393,0,0,0,0,0,peach
1431,3262,0,0,0,0,0,peach
3073,5909,0,0,0,0,0,peach
2943,5657,0,0,0,0,0,peach
5036,9639,0,0,0,0,0,peach
5857,11670,0,0,0,0,0,peach
